ID,Colour,Name,Capital,Tax,Production,Manpower,"Total Dev (0 means cant colonize, but can with only 1)",Trade Good,Terrain (see https://eu4.paradoxwikis.com/Province#Terrain for types),Special (is wasteland/uncolonized/sea),Region,Religion,Culture,Fort (Level),Center of Trade Level,Owner,Cores (not including owner),Controller,"Climate (arid, arctic, tropical)","Winter (cold, normal, mild)"
3927,188;200;200,Watrun,Watrun,6,6,6,18,Livestock,,,,Ishuli,Nacin,,,,,,,
3928,208;200;200,Marlubi,Qaeade,3,4,3,10,Salt,,,,Ishuli,Nacin,,,,,,,
3929,188;200;250,Alshassa,Espotri,5,4,4,13,Stone,,,,Abai,Nacin,,,,,,,
3930,188;250;200,Alkhams,Esrata,3,3,2,8,Livestock,,,,Abai,Nacin,,,,,,,
3931,188;250;99,Winbha,Winbha,8,9,7,24,Grain,,,,Abai,Fuan,,,,,,,
3932,188;99;250,Zawrata,Zawrata,11,11,11,33,Magic Goods,,,,Abai,Fuan,1,1,,,,,
3933,188;250;149,Ekhomeni,Khomna,3,4,3,10,Marble,,,,Abai,Nacin,,,,,,,
3934,188;149;250,Afodi,Kifrette,6,5,6,17,Spices,,,,Abai,Fuan,,,,,,,
3935,188;250;199,Channa,Channa,9,8,9,26,Spices,,,,Abai,Fuan,,1,,,,,
3936,188;199;250,Shubari,Shubari,11,12,11,34,Cloth,,,,Abai,Fuan,,,,,,,
3937,188;250;250,North Aqai,Danama,3,4,3,10,Livestock,,,,Abai,Qaftal,,,,,,,
3938,208;250;250,South Aqai,Riffali,4,3,2,9,Livestock,,,,Abai,Qaftal,,,,,,,
3939,1;0;100,Hedda,Sidai,3,4,3,10,Livestock,,,,Abai,Qaftal,,,,,,,
3940,1;100;0,Markhaz,Jodali,2,2,1,5,Stone,,,,Abai,Qaftal,,,,,,,
3941,1;0;150,Kanabis,Kanabis,4,5,4,13,Incense,,,,Abai,Qaftal,1,1,,,,,
3942,1;150;0,Jamb,Maar,3,2,2,7,Incense,,,,Abai,Qaftal,,,,,,,
3943,1;0;200,Aibiyda,Aibiyda,5,6,6,17,Incense,,,,Abai,Qaftal,,,,,,,
3944,1;200;0,Sehlwa,Madaraq,3,2,2,7,Livestock,,,,Abai,Qaftal,,,,,,,
3945,1;0;250,Walwam,Diyhar,2,1,2,5,Livestock,,,,Abai,Qaftal,,,,,,,
3946,1;250;0,Karalla,Amwaj,2,3,2,7,Livestock,,,,Abai,Qaftal,,,,,,,
3947,1;50;100,Rakaib,Saite,2,3,3,8,Salt,,,,Abai,Qaftal,,,,,,,
3948,1;100;50,Zaloor,Abiyhan,1,1,1,3,Incense,,,,Abai,Qaftal,,,,,,,
3949,1;50;150,Heejar,Heejar,4,4,5,13,Incense,,,,Abai,Qaftal,,,,,,,
3950,1;150;50,Hasiin,Hasiin,6,5,6,17,Incense,,,,Abai,Qaftal,,1,,,,,
3951,1;50;200,Qhirash,Qhirash,5,5,8,18,Incense,,,,Abai,Qar,1,,,,,,
3952,1;200;50,Y'danat,Y'danat,9,9,9,27,Iron,,,,Abai,Qar,,,,,,,
3953,1;50;250,Qar,Qar,13,13,13,39,Silk,,,,Abai,Qar,1,2,,,,,
3954,1;250;50,Hamawa,Hamawa,10,11,11,32,Cloth,,,,Abai,Qar,,,,,,,
3955,1;100;100,Sadaib,Unn Hajar,4,5,4,13,Incense,,,,Abai,Qar,,,,,,,
3956,212;100;100,Y'biya,Y'biya,7,6,7,20,Incense,,,,Abai,Qar,,,,,,,
3957,1;100;150,Buday,Unn Seham,3,3,2,8,LIvestock,,,,Abai,Qar,,,,,,,
3958,1;150;100,East Shasta,Hatul,2,2,2,6,Blackgrain,,,,Abai,Qar,,,,,,,
3959,1;100;200,West Shasta,Teriq,2,1,2,5,Blackgrain,,,,Abai,Qar,,,,,,,
3960,1;200;100,Qarro,Qarro,7,8,7,22,Honey,,,,Moon Cult,Moon Orc,,1,,,,,
3961,1;100;250,Occult,Occult,6,13,6,25,Magic Goods,,,,Moon Cult,Moon Orc,1,,,,,,
3962,1;250;100,Dhuzzal Ega,Dhuzz,4,5,4,13,Wool,,,,Moon Cult,Moon Orc,,,,,,,
3963,1;99;150,Kiccan,Ga Kicce,4,5,4,13,Wool,,,,Moon Cult,Moon Orc,,,,,,,
3964,1;150;99,Dhacci,Dhacci,10,8,8,26,Silk,,,,Moon Cult,Moon Orc,1,1,,,,,
3965,1;150;150,Rubum,Rubum,5,7,7,19,Dyes,,,,Moon Cult,Ashrunner,,,,,,,
3966,212;150;150,Etrosh Ega,Ghosh,5,5,4,14,Wool,,,,Moon Cult,Moon Orc,,,,,,,
3967,1;150;200,Ga Vroz,Ga Vroz,7,7,6,20,Ivory,,,,Moon Cult,Moon Orc,,,,,,,
3968,1;200;150,Keveg,Erecce,4,3,3,10,Ivory,,,,Moon Cult,Moon Orc,,,,,,,
3969,1;150;250,Dercci Ega,Aredercci,4,3,4,11,Tropical Wood,,,,Moon Cult,Moon Orc,,,,,,,
3970,1;250;150,Gazri,Shugaz,3,3,2,8,Dragon Hide,,,,Moon Cult,Moon Orc,,,,,,,
3971,1;200;99,Afn,Aulfgat,3,2,3,8,Iron,,,,Moon Cult,Moon Orc,,,,,,,
3972,1;99;200,Skein,Skein,11,8,13,32,Silk,,,,Moon Cult,Moon Orc,1,1,,,,,
3973,1;200;149,Croak,Croak,8,7,7,22,Instruments,,,,Moon Cult,Ashrunner,1,,,,,,
3974,1;149;200,Krescro,Krescro,6,6,6,18,Iron,,,,Moon Cult,Ashrunner,,,,,,,
3975,1;200;201,Dro Ega,Ga Dro,3,3,2,8,copper,,,,Moon Cult,Shathral,,,,,,,
3976,212;200;200,Bregnu,Acdel,5,5,4,14,Stone,,,,Moon Cult,Shathral,,,,,,,
3977,1;200;250,Raddo,Lerzau,4,5,6,15,Naval Supplies,,,,Moon Cult,Shathral,,,,,,,
3978,1;250;200,Ogroz,Godhill,3,5,3,11,Herbs,,,,Moon Cult,Ashrunner,,,,,,,
3979,1;250;99,Caud,Caud,8,5,8,21,Herbs,,,,Moon Cult,Ashrunner,,,,,,,
3980,1;99;250,Zrid,Gzeg,3,4,5,12,Tropical Wood,,,,Moon Cult,Ashrunner,,,,,,,
3981,1;250;149,Omo Ega,Omcal,4,4,3,11,Ivory,,,,Moon Cult,Ashrunner,,,,,,,
3982,1;149;250,Whaleport,Whaleport,8,12,11,31,Whales,,,,Cult of the Sea,Shathral,1,2,,,,,
3983,1;250;199,Gkuzu,Bifno,4,4,4,12,Naval Supplies,,,,Cult of the Sea,Shathral,,,,,,,
3984,1;199;250,Shathra,Shathra,11,9,11,31,Cloth,,,,Blood Cult,Shathral,1,1,,,,,
3985,1;250;250,Rgag,Muhul,4,5,5,14,Tropical Wood,,,,Blood Cult,Ashrunner,,,,,,,
3986,212;250;250,Broln Ega,Brolle,5,4,4,13,Dyes,,,,Blood Cult,Ashrunner,,,,,,,
3987,2;0;100,Bildral,Ga Bohn,4,4,4,12,Fish,,,,Blood Cult,Shathral,,,,,,,
3988,2;100;0,Ushbukh,Ga Grak,6,5,4,15,Fish,,,,Blood Cult,Shathral,,,,,,,
3989,2;0;150,Lilac,Lilac,7,9,7,23,Dyes,,,,Moon Cult,Shathral,1,1,,,,,
3990,2;150;0,Ghogri Ega,Ga Ghogra,3,4,3,10,Obsidian,,,,Blood Cult,Scarred One,,,,,,,
3991,2;0;200,Okrul,Okrul,8,8,7,23,Obsidian,,,,Blood Cult,Scarred One,,,,,,,
3992,2;200;0,Urdus,Enedecci,3,3,4,10,Obsidian,,,,Blood Cult,Scarred One,,,,,,,
3993,2;0;250,Bakhast,Bakhast,10,11,13,34,Instruments,,,,Blood Cult,Scarred One,1,1,,,,,
3994,2;250;0,Uducron,Ga Chod,4,5,6,15,Obsidian,,,,Blood Cult,Scarred One,,,,,,,
3995,2;50;100,Scar,Scar,8,8,14,30,Slaves,,,,Blood Cult,Scarred One,,,,,,,
3996,2;100;50,Balbega,Balbuz,3,5,5,13,Slaves,,,,Blood Cult,Scarred One,,,,,,,
3997,2;50;150,Fang,Fang,9,10,12,31,Obsidian,,,,Blood Cult,Scarred One,1,,,,,,
3998,2;150;50,Reaver,Reaver,8,8,8,24,Dragon Hide,,,,Blood Cult,Scarred One,1,,,,,,
3999,2;50;200,Kocroz,Kocroz,6,7,7,20,Obsidian,,,,Blood Cult,Scarred One,,,,,,,
4000,2;200;50,Yer,Yer,5,5,5,15,Stone,,,,Horsemother,Lhemar,1,,,,,,
4001,2;50;250,Fertu Lahm,Der Fertu,3,2,2,7,Livestock,,,,Horsemother,Lhemar,,,,,,,
4002,2;250;50,Jukhem,Jukhem,7,6,6,19,Livestock,,,,Horsemother,Lhemar,,,,,,,
4003,2;100;100,Lan Lahm,Der Lan,4,5,2,11,Horses,,,,Horsemother,Lhemar,,,,,,,
4004,214;100;100,Thah,Thah,5,6,6,17,Horses,,,,Horsemother,Lhemar,,,,,,,
4005,2;100;150,Sumvom,Sumvom,5,7,6,18,Horses,,,,Horsemother,Lhemar,,1,,,,,
4006,2;150;100,Seylom,Seylom,9,11,11,31,Cloth,,,,Horsemother,Lhemar,1,2,,,,,
4007,2;100;200,Isti Lahm,Der Isti,3,4,3,10,Livestock,,,,Horsemother,Lhemar,,,,,,,
4008,2;200;100,Hiqaon,Hiqaon,8,8,8,24,Stone,,,,Horsemother,Lhemar,1,1,,,,,
4009,2;100;250,Leylom,Leylom,7,6,6,19,Grain,,,,Horsemother,Lhemar,,,,,,,
4010,2;250;100,Hisqon Lahm,Der Hisqon,3,2,2,7,Grain,,,,Horsemother,Lhemar,,,,,,,
4011,2;99;150,Nherad,Nherad,4,5,4,13,Grain,,,,Horsemother,Lhemar,,,,,,,
4012,2;150;99,Wadwa Lahm,Der Wadwa,2,2,2,6,,,Uncolonized,,Horsemother,Lhemar,,,,,,,
4013,2;150;150,Vhido Lahm,Der Vhido,1,1,1,3,,,Uncolonized,,Horsemother,Lhemar,,,,,,,
4014,214;150;150,Kif,Kif,4,3,3,10,Livestock,,,,Horsemother,Lhemar,,,,,,,
4015,2;150;200,Lherrem Lham,Der Lherrem,2,3,2,7,Livestock,,,,Horsemother,Lhemar,,,,,,,
4016,2;200;150,Yazu Desert,Yaz,1,1,1,3,,,Uncolonized,,Horsemother,Lhemar,,,,,,,
4017,2;150;250,Doskth,Doskth,3,2,2,7,,,Uncolonized,,Horsemother,Lhemar,,,,,,,
4018,2;250;150,Uhfa Lahm,Der Uhfa,1,2,1,4,,,Uncolonized,,Horsemother,Lhemar,,,,,,,
4019,2;200;99,Sha Farif,Hasha,2,3,3,8,Livestock,,,,Shuri,Slaver,,,,,,,
4020,same,Lekhrin,Musraib,3,3,3,9,,,Uncolonized,,Shuri,Slaver,,,,,,,
4021,same,Sha Karaan,Onasal,2,2,4,8,,,Uncolonized,,Shuri,Slaver,,,,,,,
4022,same,Akhail,Akhail,5,6,4,15,Livestock,,,,Shuri,Slaver,1,,,,,,
4023,same,Sha Umbab,Asadd,2,2,2,6,Livestock,,,,Shuri,Slaver,,,,,,,
4024,same,Sha Wakr,Wakraniy,3,2,2,7,Wool,,,,Shuri,Slaver,,,,,,,
4025,same,Blackhills,Tar Mine,3,6,4,13,Coal,,,,Shuri,Slaver,,,,,,,
4026,same,Qoha,Qoha,7,6,8,21,Salt,,,,Shuri,Slaver,1,,,,,,
4027,same,Sha Sou,Arayyn,3,3,2,8,Livestock,,,,Ametic,Slaver,,,,,,,
4028,same,Refeda,Refeda,6,5,5,16,Red Sugar,,,,Ametic,Slaver,1,,,,,,
4029,same,Refwahta,Felnaiz,3,4,4,11,Grain,,,,Ametic,Slaver,,,,,,,
4030,same,Lijilah,Tanifal,5,4,5,14,Fish,,,,Ametic,Slaver,,,,,,,
4031,same,Smarya,Ebhres,5,4,4,13,Blackgrain,,,,Shuri,Slaver,,,,,,,
4032,same,Chains,Chains,9,9,13,31,Slaves,,,,Shuri,Slaver,1,1,,,,,
4033,same,Shade,Shade,10,11,14,35,Slaves,,,,Shuri,Slaver,1,1,,,,,
4034,same,Aghanim,Aghanim,8,8,9,25,Slaves,,,,Shuri,Slaver,1,,,,,,
4035,same,Despot's Gate,Despot's Gate,11,13,15,39,Slaves,,,,Blood Cult,Slaver,1,2,,,,,
4036,same,Barkanash,Barkanash,13,12,17,42,Slaves,,,,Blood Cult,Slaver,1,1,,,,,
4037,same,Aghuwar,Aghuwar,7,7,8,22,Blackgrain,,,,Blood Cult,Slaver,,,,,,,
4038,same,Verile,Verile,9,11,12,32,Cloth,,,,Blood Cult,Slaver,1,1,,,,,
4039,same,Utoriha,Utoriha,8,8,8,24,Blackgrain,,,,Shuri,Slaver,,,,,,,
4040,same,Qatul,Qatul,14,13,13,40,Slaves,,,,Shuri,Slaver,1,2,,,,,
4041,same,Anasr,Anasr,7,7,7,21,Sugar,,,,Shuri,Slaver,,,,,,,
4042,same,Dukho,Souwh,3,3,3,9,Slaves,,,,Blood Cult,Slaver,,,,,,,
4043,same,Aruray,Kulaif,4,4,4,12,Grain,,,,Blood Cult,Slaver,,,,,,,
4044,same,Shakryn,Shakryn,7,8,9,24,Blackgrain,,,,Blood Cult,Slaver,,,,,,,
4045,same,Khuwswait,Wadaj Al,2,3,2,7,Stone,,,,Shuri,Slaver,,,,,,,
4046,same,Tusynmir,Wadaj Bidu,3,2,2,7,,,Uncolonized,,Shuri,Slaver,,,,,,,
4047,same,Ayjah,Duhait,4,3,3,10,,,Uncolonized,,Shuri,Slaver,,,,,,,
4048,same,Akredet,Rashebet,2,2,3,7,Livestock,,,,Ametic,Wasut,,,,,,,
4049,same,Swais,Swais,4,4,5,13,Salt,,,,Ametic,Wasut,,,,,,,
4050,same,Burning Sands,Abydes,1,1,1,3,,,Uncolonized,,Ametic,Wasut,,,,,,,
4051,same,Shetdju,Nekhten,2,1,2,5,,,Uncolonized,,Ametic,Khimut,,,,,,,
4052,same,Gesrutat,Meza,3,4,3,10,Livestock,,,,Ametic,Khimut,,,,,,,
4053,same,Khmut,Khmut,8,7,7,22,Grain,,,,Ametic,Khimut,1,,,,,,
4054,same,Asys,Asys,9,8,9,26,Grain,,,,Ametic,Khimut,1,1,,,,,
4055,same,Dehsu,Thu-Hyet,5,4,4,13,Ivory,,,,Ametic,Khimut,,,,,,,
4056,same,Medpotjer,Tjenahk,5,6,5,16,Ivory,,,,Ametic,Khimut,,,,,,,
4057,same,Khimt,Khimt,8,12,11,31,Cloth,,,,Ametic,Khimut,1,1,,,,,
4058,same,Menheka,Menheka,9,9,9,27,Grain,,,,Ametic,Khimut,,1,,,,,
4059,same,Fanetset,Kar-Hyet,5,4,5,14,Ivory,,,,Ametic,Khimut,,,,,,,
4060,same,Der-Khasjet,Der-Khasjet,12,11,13,36,Cloth,,,,Ametic,Rametic,,1,,,,,
4061,same,Aken,Aken,16,15,15,46,Paper,,,,Ametic,Rametic,1,2,,,,,
4062,same,Ptkhatum,Ptkhatum,9,11,12,32,Cloth,,,,Ametic,Rametic,,,,,,,
4063,same,Huthis,Huthis,9,9,8,26,Grain,,,,Ametic,Rametic,,,,,,,
4064,same,Amu-Rabak,Tjebnuhor,5,4,4,13,Slaves,,,,Ametic,Rametic,,,,,,,
4065,same,Amu-Timon,Der-Tim,5,5,6,16,Slaves,,,,Ametic,Rametic,,,,,,,
4066,same,Iwanw,Iwanw,11,11,10,32,Red Sugar,,,,Ametic,Rametic,1,1,,,,,
4067,same,Djawaret,Djawaret,8,8,8,24,Grain,,,,Ametic,Thebian,,,,,,,
4068,same,Wephrehamun,Wephrehamun,7,9,7,23,Grain,,,,Ametic,Thebian,1,,,,,,
4069,same,Pi-Assmenehet,Pi-Assmenehet,12,11,14,37,Cloth,,,,Ametic,Thebian,,2,,,,,
4070,same,Neyb,Djed-Hyet,6,5,5,16,Fish,,,,Ametic,Thebian,,,,,,,
4071,same,Theban,Theban,13,11,13,37,Art,,,,Ametic,Thebian,1,2,,,,,
4072,same,Nekhedet,Nekhedet,7,7,7,21,Fish,,,,Ametic,Thebian,,,,,,,
4073,same,Amu-Bekdjen,Abuw,5,6,5,16,Livestock,,,,Ametic,Thebian,,,,,,,
4074,same,Amu-Nefera,Der-Nefer,5,4,4,13,Livestock,,,,Ametic,Thebian,,,,,,,
4075,same,Iunmenu,Iunmenu,8,8,8,24,Marble,,,,Ametic,Thebian,1,,,,,,
4076,same,Djeda,Djeda,11,11,11,33,Marble,,,,Ametic,Thebian,,1,,,,,
4077,same,Ahk,Ahk,10,13,13,36,Art,,,,Ametic,Thebian,1,1,,,,,
4078,same,Amu-Nabis,Nabt,5,4,4,13,Grain,,,,Ametic,Rametic,,,,,,,
4079,same,Kupi,Seshenu,4,4,4,12,Grain,,,,Ametic,Rametic,,,,,,,
4080,same,Epu,Epu,8,7,7,22,Grain,,,,Ametic,Rametic,,,,,,,
4081,same,Kunoudet,Hutarep,5,5,4,14,Grain,,,,Ametic,Rametic,,,,,,,
4082,same,Akhetaw,Akhetaw,6,7,9,22,Grain,,,,Ametic,Rametic,1,,,,,,
4083,same,Zerat,Zerat,11,15,11,37,Magic Goods,,,,Ametic,Rametic,,1,,,,,
4084,same,Tarkhahenet,Nemzawt,4,4,4,12,Grain,,,,Ametic,Rametic,,,,,,,
4085,same,Pi-Aswa,Pi-Aswa,11,9,7,27,Marble,,,,Ametic,Rametic,,,,,,,
4086,same,Hebsi,Shashobenu,4,5,4,13,Stone,,,,Ametic,Rametic,1,,,,,,
4087,same,Amu-Djon,Djamedje,5,5,5,15,Marble,,,,Ametic,Rametic,,,,,,,
4088,same,Qulsodjet,Cheneshet,4,4,4,12,Marble,,,,Ametic,Wasut,,,,,,,
4089,same,Ankhenu,Der-Thonat,3,4,3,10,Livestock,,,,Ametic,Wasut,,,,,,,
4090,same,Tepikhent,Tepikhent,6,6,6,18,Red Sugar,,,,Ametic,Wasut,1,,,,,,
4091,same,Aswed,Aswed,9,9,9,27,Red Sugar,,,,Ametic,Wasut,,1,,,,,
4092,same,Sadhmas,Ta-Senekhet,4,3,3,10,Red Sugar,,,,Ametic,Wasut,,,,,,,
4093,same,Amu-Ta,Tais,2,2,2,6,Red Sugar,,,,Ametic,Wasut,,,,,,,
4094,same,Khnut,Seteib,2,1,2,5,Red Sugar,,,,Ametic,Wasut,,,,,,,
4095,same,Akmu,Perhut,4,3,3,10,Stone,,,,Ametic,Wasut,,,,,,,
4096,same,Antaset,Menouth-Hyet,4,3,4,11,Marble,,,,Ametic,Khimut,,,,,,,
4097,same,Marble Hills,Ta-Wen,2,5,2,9,Marble,,,,Ametic,Khimut,,,,,,,
4098,same,Amu-Beswen,Pi-Sweneb,3,2,2,7,livestock,,,,Ametic,Khimut,,,,,,,
4099,same,Glittering Dunes,Amunwedet,1,3,1,5,gold,,,,Ametic,Wasut,,,,,,,
4100,same,Ta-Waset,Ta-Waset,6,5,7,18,livestock,,,,Ametic,Wasut,1,,,,,,
4101,same,Ykreqielk,Ykreqielk,2,1,1,4,,,Uncolonized,,Ywwgrweq,Nubite,,,,,,,
4102,same,Red Dunes,Vylkew,1,1,1,3,,,Uncolonized,,Ywwgrweq,Nubite,,,,,,,
4103,same,Blazing Sand,Wkelywy,1,1,1,3,,,Uncolonized,,Ywwgrweq,Nubite,,,,,,,
4104,same,Moccis,Moccis,8,11,8,27,dyes,,,,Abai,Catulan,1,1,,,,,
4105,same,Herziyya,Herziyya,7,7,7,21,dyes,,,,Abai,Catulan,,,,,,,
4106,same,Heshdarat,Qaskin,4,5,4,13,tropical_wood,,,,Abai,Catulan,,,,,,,
4107,same,Teles,Teles,8,8,7,23,naval_supplies,,,,Abai,Catulan,,,,,,,
4108,same,Qivat Elom,Beqest,5,5,6,16,grain,,,,Abai,Catulan,,,,,,,
4109,same,Lis,Lis,12,12,14,38,silk,,,,Abai,Catulan,1,2,,,,,
4110,same,Zefat,Zefat,9,11,11,31,cloth,,,,Abai,Catulan,1,1,,,,,
4111,same,Udana,Udana,11,10,11,32,ships,,,,Abai,Catulan,1,1,,,,,
4112,same,Qivat Tuvo,Tiva,4,5,5,14,sugar,,,,Abai,Catulan,,,,,,,
4113,same,Shqel,Yatta,2,3,2,7,livestock,,,,Abai,Catulan,,,,,,,
4114,same,Qivat Kafar,Sheaq,2,1,2,5,,,Uncolonized,,Abai,Catulan,,,,,,,
4115,same,Berashan,Karmasva,4,3,4,11,wine,,,,Abai,Catulan,,,,,,,
4116,same,Qivat Yon,Malono,3,2,3,8,wine,,,,Abai,Catulan,,,,,,,
4117,same,Qivat Aqi,Bialtak,5,6,5,16,wine,,,,Abai,Catulan,,,,,,,
4118,same,Qelon,Qelon,8,8,7,23,naval_supplies,,,,Abai,Catulan,1,,,,,,
4119,same,Qivat Shemuel,Elis,4,4,3,11,livestock,,,,Abai,Catulan,,,,,,,
4120,same,Tiqanna,Savqim,2,2,3,7,gold,,,,Abai,Catulan,,,,,,,
4121,same,Qivat Rot,Ederot,2,1,2,5,livestock,,,,Abai,Catulan,,,,,,,
4122,same,Faram,Faram,6,5,5,16,spices,,,,Abai,Catulan,,,,,,,
4123,same,Erotaq,Ziyyon,2,1,1,4,,,Uncolonized,,Abai,Catulan,,,,,,,
4124,same,Foshan Edge,Aduq,1,1,1,3,,,Uncolonized,,Abai,Lhemar,,,,,,,
4125,same,Fosha'if Waste,,,,,0,,,Wasteland,,,,,,,,,,
4126,same,Anur Desert,,,,,0,,,Wasteland,,,,,,,,,,
4127,same,Reef Islands,Reefbay,1,1,1,3,shellfish,,Uncolonized,,Uninhabited,Uninhabited,,1,,,,,
4128,same,Longfin,Sailor's Rest,1,1,1,3,fish,,Uncolonized,,Uninhabited,Uninhabited,,,,,,,
4129,same,Ocean's Rise,Saphire Port,1,1,1,3,gems,,Uncolonized,,Uninhabited,Uninhabited,,,,,,,
4130,same,Anhyan Mountains,,,,,0,,,Wasteland,,,,,,,,,,
4131,same,Red Desert,,,,,,,,Wasteland,,,,,,,,,,
4132,same,Towers of Stone,,,,,,,,Wasteland,,,,,,,,,,
4133,same,Bahdakur Desert,,,,,,,,Wasteland,,,,,,,,,,
4134,same,White Sands,,,,,,,,Wasteland,,,,,,,,,,
4135,same,The Sahfr,,,,,,,,Wasteland,,,,,,,,,,
4136,same,North Coin Ridge,,,,,,,,Wasteland,,,,,,,,,,
4137,same,South Coin Ridge,,,,,,,,Wasteland,,,,,,,,,,
4138,same,Harpy Hills,,,,,,,,Wasteland,,,,,,,,,,
4139,same,Tholan Heights,,,,,,,,Wasteland,,,,,,,,,,
4140,same,Mixtescon Mountains,,,,,,,,Wasteland,,,,,,,,,,
4141,same,Mount Azta,,,,,,,,Wasteland,,,,,,,,,,
4142,same,Mount Huetlal,,,,,,,,Wasteland,,,,,,,,,,
4143,same,Karal Ridge,,,,,,,,Wasteland,,,,,,,,,,
4144,same,Scalemount,,,,,,,,Wasteland,,,,,,,,,,
4145,same,Mount Bashr,,,,,,,,Wasteland,,,,,,,,,,
4146,same,Mount Ire,,,,,,,,Wasteland,,,,,,,,,,
4147,same,Mount Dragon's Breath,,,,,,,,Wasteland,,,,,,,,,,
4148,same,The Great Volcano,,,,,,,,Wasteland,,,,,,,,,,
4149,same,Fayu Desert,,,,,,,,Wasteland,,,,,,,,,,
4150,same,Stosak,Stosak,2,3,2,7,fur,,,,old_yorr,panarak,,,JAT,,,,
4151,same,Stone's Fall,Luidrton,1,1,1,3,,,Uncolonized,,old_yorr,panarak,,,,,,,
4152,same,Halfa,Halfa,3,2,4,9,iron,,,,old_yorr,panarak,,,JAT,,,,
4153,same,Jegathrn,Menehr,1,1,1,3,,,Uncolonized,,old_yorr,panarak,,,,,,,
4154,same,Isle of Bone,Whiteshard,1,1,1,3,ivory,,,,old_yorr,panarak,,,JAT,,,,
4155,same,Keverel,Dunul,1,1,1,3,,,Uncolonized,,old_yorr,panarak,,,,,,,
4156,same,Grasshill,Uldwigatr,1,2,1,4,livestock,,,,old_yorr,panarak,,,JAT,,,,
4157,same,Kofn,Guldweisr,1,1,2,4,fur,,,,old_yorr,panarak,,,OST,,,,
4158,same,Jesejak,Kajag,2,1,2,5,copper,,,,old_yorr,panarak,,,TUR,,,,
4159,same,Duntobor,Tildre,1,1,1,3,,,Uncolonized,,old_yorr,panarak,,,,,,,
4160,same,Halfhill,Halfhill,2,3,3,8,fur,,,,old_yorr,panarak,,,TUR,,,,
4161,same,Stone Fjords,Channa,1,3,2,6,stone,,,,old_yorr,panarak,,,TUR,,,,
4162,same,Tyrven Bor,Tyrven Bor,4,2,4,10,whales,,,,old_yorr,panarak,,,SFF,,,,
4163,same,Yedr,Yedr,3,3,2,8,fur,,,,old_yorr,panarak,,,OST,,,,
4164,same,Saffenwighe,Saisaruck,2,2,2,6,ivory,,,,old_yorr,panarak,,,SFF,,,,
4165,same,Uvondrait,Uvondrait,3,2,2,7,fish,,,,old_yorr,panarak,,,SFF,,,,
4166,same,Kepwud,Evten Uphol,2,2,1,5,fish,,,,old_yorr,panarak,,,OST,,,,
4167,same,Altaram,Mudrait,3,1,1,5,fish,,,,old_yorr,panarak,,,OST,,,,
4168,same,Kato and Rang,Lost Port,2,3,2,7,fish,,,,the_coin,exiled,,,KAT,,,,
4169,same,Westward Shore,Fale,4,3,3,10,fish,,,,the_coin,exiled,,,KAT,,,,
4170,same,Wells,Wells,5,6,5,16,shellfish,,,,the_coin,exiled,,,WLS,,,,
4171,same,South Cliffs,Stonedocks,3,4,2,9,stone,,,,the_coin,exiled,,,WLS,,,,
4172,same,Outer Reef Isles,Crabben,4,3,4,11,shellfish,,,,the_coin,exiled,,,CRA,,,,
4173,same,North Spice Banks,Kajul,3,3,3,9,cloves,,,,ojal,pajshru,,,PAJ,,,,
4174,same,Longshore Isle,Falu,4,4,4,12,fish,,,,sukkali,cayyan,,,CAY,,,,
4175,same,Sayad,Sayad,5,7,5,17,fish,,,,sukkali,cayyan,,,SYY,,,,
4176,same,Lorvos,Celthorn,3,2,5,10,spices,,,,sukkali,cayyan,,,SYY,,,,
4177,same,Pajshrit,Pajshrit,5,5,5,15,spices,,,,ojal,pajshru,,,PAJ,,,,
4178,same,West Spice Island,Sentalor,2,3,3,8,chofo,,,,ojal,pajshru,,,PAJ,,,,
4179,same,East Spice Island,Banhal,3,2,2,7,chofo,,,,ojal,pajshru,,,PAJ,,,,
4180,same,Hygor,Hygodha,4,4,5,13,incense,,,,ojal,pamiri,,,PMR,,,,
4181,same,Bahakot,Bahakot,7,6,8,21,grain,,,,ojal,pamiri,,,BHJ,,,,
4182,same,Joliput,Subad,4,3,4,11,marble,,,,ojal,pamiri,,,BHJ,,,,
4183,same,Sialput,Rawajran,5,4,3,12,incense,,,,ojal,pamiri,,,PMR,,,,
4184,same,Jhanput,Der Fhagit,3,5,4,12,incense,,,,ojal,pamiri,,,PMR,,,,
4185,same,Faisa,Faisa,8,9,7,24,cloth,,,,ojal,pamiri,,,PMR,,,,
4186,same,Karuk,Karuk,6,5,5,16,slaves,,,,asite,lashu,,,LAS,,,,
4187,same,Isidu,Isidu,8,8,8,24,incense,,,,asite,lashu,,,LAS,,,,
4188,same,Salt Cliffs,Shurpad,3,6,4,13,salt,,,,asite,lashu,,,LAS,,,,
4189,same,Lashak,Lashak,9,11,7,27,glass,,,,asite,lashu,,,LAS,,,,
4190,same,Larzi,Larzi,6,7,7,20,dyes,,,,ametic,lashu,,,LAS,,,,
4191,same,Hatelur,Girsh,4,3,3,10,slaves,,,,asite,lashu,,,LAS,,,,
4192,same,Ish,Ish,8,7,9,24,dyes,,,,ametic,agadian,,,ISH,,,,
4193,same,Kashupu,Tabetur,3,3,4,10,livestock,,,,asite,lashu,,,ISH,,,,
4194,same,Lagadu,Lagadu,11,8,7,26,slaves,,,,ametic,agadian,,,THT,,,,
